Action,Prodid,Product Type,Merchandise Type,Product Title,Anchor Text,Spider URL,Amazon Title,Amazon Description,eBay Title,eBay Description,Sub Title,Screen Title,allow new brand,Brand,Description,Additional Description,Additional Description 2,Additional Description 3,Additional Description 4,Bullet Point,primary keyword,secondary keyword,tertiary keyword,META Description,META Keywords,General Image Tags,General Image,allow new category,Main Category,Main Category ID,Main Category Meta Title,Main Category Meta Keywords,Main Category Meta Description,Main Category Spider URL,Main Category Redirect URL,Main Category Image URL,Main Category Amazon Category,Main Category Amazon Category ID,Sub Category,Sub Category ID,Sub Category Meta Title,Sub Category Meta Keywords,Sub Category Meta Description,Sub Category Spider URL,Sub Category Redirect URL,Sub Category Image URL,Sub Category Amazon Category,Sub Category Amazon Category ID,Sub Category Ebay Category,Section Category,Section Category ID,Section Category Meta Title,Section Category Meta Keywords,Section Category Meta Description,Section Category Spider URL,Section Category Redirect URL,Section Category Image URL,Section Category Amazon Category,Section Category Amazon Category ID,Section Category Ebay Category,Cross sell main cat 1,Cross sell sub cat 1,Cross sell sec cat 1,Cross sell main cat 2,Cross sell sub cat 2,Cross sell sec cat 2,Cross sell main cat 3,Cross sell sub cat 3,Cross sell sec cat 3,Cross sell main cat 4,Cross sell sub cat 4,Cross sell sec cat 4,Cross sell main cat 5,Cross sell sub cat 5,Cross sell sec cat 5,Specifications,Featured,Supplier,Re-Order Supplier,Warehouse,Workflow,301 redirect,Hidden,internaluse,Processing Time,Combinable,Consolidatable,Shipping Type,Shipping Carrier 1,Shipping Carrier 2,Shipping Carrier 3,allowground,allow3day,allow2day,allownextday,allowinternational,Shipping Ground Rate,Shipping 3-Day Air Rate,Shipping 2-Day Air Rate,Shipping Next-Day Air Rate,Shipping Inter. North America,Shipping Inter. South America,Shipping Inter. Europe,Shipping Inter. Africa,Shipping Inter. Asia,Shipping Inter. Oceania,upsellids,upsellProdNames,Force Upsell,upsellProdQty,relatedProdIDs,relatedProdNames,File Attachments,Videos,Search Tags,Live Inventory,Min Qty,Max Qty,Qty Increments,Predefined Qty,Qty Discounts,Sort Priority,Checkout rule,Show Prices To Public,Expedited,amazon affiliate asin,wholesale level,custom html above qty,custom html above upsells,custom html above price,custom html below price,custom html above image,custom html below product,custom html below image,auto responder,allow Sample,sample Price,sample Sufix,sample Ground Shipping,sample Inter Shipping,support ticket,pickup available,Application URL,Part Number Dependancies,Part Number,Manufacturer Part Number,UPC,EAN,ItemCondition,Application Specific Image,Application Specifications,Warning Note,Application Qty Discounts,MSRP,Jobber,Web Price,Cost Price,Item Weight,Item Height,Item Width,Item Length,Shipping Weight,Shipping Height,Shipping Width,Shipping Length,Primary Option Style,Primary Option Title,Primary Choice,Primary Option Position,Primary Option Parent,Primary Option Type,Primary Option ID,Second Option Style,Second option type,Second Option Title,Second Option Choice,Second Option Choice Parent,Second Option Part Number Ext,Application Specific Image 2,application specific image 2 tags,Third Option Style,Third Option Title,Third Option Choice,Third Option Choice Parent,Third Option Part Number Ext,Application Specific Image 3,application specific image 3 tags,Fourth Option Style,Fourth Option Title,Fourth Option Choice,Fourth Option Choice Parent,Fourth Option Part Number Ext,Application Specific Image 4,application specific image 4 tags,Fifth Option Style,Fifth Option Title,Fifth Option Choice,Fifth Option Choice Parent,Fifth Option Part Number Ext,Application Specific Image 5,application specific image 5 tags,Vehicle Make,Vehicle Model,Vehicle Sub Model,Start Year,End Year,Engine,Aspiration,Cylinder Type,Drive Type,Brakes,ABS,Transmission,Doors,Body Type,Bed Type,Navigation,Climate Control,Radio,Heated Seats,Sunroof,Vehicle Engine Options,Vehicle Interior Options,Vehicle Exterior Options,Vehicle Warning Note,Vehicle Description,Wheel Diameter,Wheel Width,Wheel Finish,Wheel BoltPattern,Wheel Offset,Wheel HubBore,Section Width,Aspect Ratio,Diameter,Speed Rating,Load Index,Tire Type,Load Range,Side Wall,xFactor,f121:item_type,f121:external_product_id_type,f121:external_product_id,f0:item_type,f121:feed_product_type,f121:item_sku,Check,,,,,,,1
,601607,1,1,"F0719-4 | Kindu Indigo - Clarke and Clarke Fabric","F0719-4 Kindu Indigo by Clarke and Clarke","f0719-4-kindu-indigo-clarke-and-clarke-fabric","","","","","","",1,"Clarke & Clarke","F0719 Kindu Indigo from collection Zanzibar Clarke & Clarke Fabric. Thanks for shopping Mahones Wallpaper Shop for pattern F0719. This product sold at Mahones Wallpaper Shop at an exceptional price. Remember Mahones Wallpaper Shop only sells 1st hand materials straight from Clarke & Clarke.","","","","","<span style=""font-weight: bold;"">Pattern Number: </span>CC-F0719-4~!~~!~<span style=""font-weight: bold;"">Brand: </span>Clarke & Clarke~!~~!~<span style=""font-weight: bold;"">Use: </span>Multi Drapery~!~~!~<span style=""font-weight: bold;"">Width: </span>51 inches~!~~!~<span style=""font-weight: bold;"">Horizontal Repeat: </span>10 inches~!~~!~<span style=""font-weight: bold;"">Vertical Repeat: </span>9.3 inches~!~~!~<span style=""font-weight: bold;"">Unit Of Measure: </span>Yard~!~~!~<span style=""font-weight: bold;"">Country: </span>India~!~~!~<span style=""font-weight: bold;"">Content: </span>31% Cotton / 27% Viscose / 21% Linen / 21% Polyester~!~","CC-F0719-4","Fabric","Beacon Hill","F0719 Kindu Indigo from collection Zanzibar Clarke &amp; Clarke Fabric.","f0719,kindu,indigo,zanzibar,Multi Drapery,Clarke &amp; Clarke fabric,fabric,Blue Fabric","","http://www.mahoneswallpapershop.com/ShowProductImage.aspx?ImgType=ProductImage&ImgDim=800&StoreID=2532&StoreName=mahoneswallpapershop&FileName=6b0eb2b8-d418-4ee7-8748-aafc23f38ade.jpg",1,"Fabrics by Brand","1","Fabrics by Brand | Mahones Wallpaper Shop","fabrics by brand, brand, duralee, kravet, robert allen, maxwell, fabricut","Shop fabrics by brand top company's like Duralee, Kravet, Robert Allen and many more. Designer brands 1st quality no second hand materials with full manufacturer guarantee.","fabrics-by-brand","","http://www.mahoneswallpapershop.com/showCategoryImage.aspx?w=300&filename=c-1.jpg&storeName=mahoneswallpapershop&sid=2532","MajorHomeAppliances","114","Clarke & Clarke","312","Clarke & Clarkel Fabric | Designer Fabric ans Discount Prices","clarke & clarke, fabric,fabrics,upholstery fabric,robert allen fabric","Shop Clarke & Clarkel Fabric at Mahones Wallpaper Shop at discount prices.","clarke-clarke","","http://www.mahoneswallpapershop.com/showCategoryImage.aspx?w=300&filename=&storeName=mahoneswallpapershop&sid=2532","MajorHomeAppliances","114","","","0","","","","","http://mahoneswallpapershop.com/category_s/1779.htm","http://www.mahoneswallpapershop.com/showCategoryImage.aspx?w=300&filename=&storeName=mahoneswallpapershop&sid=2532","","","","Fabric by Color","Blue Fabric","","Fabric by Use","Multi Upholstery Fabric Fabric","","Fabric by Theme","Dots/Circles Fabric","","Fabric by Collection","Clarke & Clarke Books","Zanzibar",,,,"Theme Info##Theme~Dots/Circles~1|Color Info##Color~Blue~1|Pasted Info##Pasted~N/A~1|Book Info##Book~Zanzibar~1|Brand Info##Brand~Clarke &amp; Clarke~1|Type Info##Type~Multi Drapery~1|Page Info##Page~N/A~1",0,"Duralee Fabric","Duralee Fabric","","","",no,"no",2,,1,dynamic,"UPS","USPS",,1,-1,1,1,-1,,,,,,,,,,,"","",0,"","","","","","","0",,,"","","",0,"1~",True,,"","","<html><head><title></title></head><body><p style=""MARGIN: 2px""><strong>This pattern is priced by the yard </strong></p><p style=""MARGIN: 2px"">&nbsp;</p></body></html>","","","","","","","","1","5.0000","SMPL","0.0000","7.0000","","0","http://www.mahoneswallpapershop.com/product/f0719-4-kindu-indigo-clarke-and-clarke-fabric/Default.aspx",,"@CC-F0719-4","@CC-F0719-4","@","@","@0",,,,,"189.80","91.98","91.98","73.00","1","1","1","54","1","1","1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
